County,Carrier,PhoneModel,Num_of_Tests,Median_County_Income,Avg_Down,Population
Santa Barbara,T-Mobile,SM-G970U,52,40400,21130,448659
Santa Barbara,AT&T,SM-G998U,52,40400,39612,448659
Santa Barbara,AT&T,SM-G970U,52,40400,36625,448659
Santa Barbara,Verizon,SM-G998U,52,40400,34258,448659
Santa Barbara,Verizon,SM-G970U,52,40400,38004,448659
Santa Barbara,FirstNet,XP8800,52,40400,20759,448659
Santa Barbara,Sprint,SM-G973U,52,40400,24359,448659
Kings,all_carrier,NA,248,34046,37495,153085
Kings,Verizon,SM-G998U,31,34046,27083,153085
Kings,Verizon,SM-G970U,31,34046,34744,153085
Kings,FirstNet,XP8800,31,34046,30730,153085
Kings,AT&T,SM-G998U,31,34046,56373,153085
Kings,AT&T,SM-G970U,31,34046,68174,153085
Kings,T-Mobile,SM-G998U,31,34046,35028,153085
Kings,T-Mobile,SM-G970U,31,34046,26104,153085
Kings,Sprint,SM-G973U,31,34046,21726,153085
Imperial,all_carrier,NA,688,25451,43182,178537
Imperial,FirstNet,XP8800,86,25451,27669,178537
Imperial,T-Mobile,SM-G998U,86,25451,42795,178537
Imperial,T-Mobile,SM-G970U,86,25451,28065,178537
Imperial,AT&T,SM-G998U,86,25451,62878,178537
Imperial,AT&T,SM-G970U,86,25451,64528,178537
Imperial,Verizon,SM-G998U,86,25451,45951,178537
Imperial,Verizon,SM-G970U,86,25451,45181,178537
Imperial,Sprint,SM-G973U,86,25451,28386,178537
Orange,all_carrier,NA,488,43800,53112,3184513
Orange,AT&T,SM-G970U,61,43800,63728,3184513
Orange,AT&T,SM-G998U,61,43800,69173,3184513
Orange,T-Mobile,SM-G970U,61,43800,41547,3184513
Orange,T-Mobile,SM-G998U,61,43800,109960,3184513
Orange,Sprint,SM-G973U,61,43800,33383,3184513
Orange,Verizon,SM-G970U,61,43800,46370,3184513
Orange,Verizon,SM-G998U,61,43800,35842,3184513
Orange,FirstNet,XP8800,61,43800,24896,3184513
