County,Carrier,PhoneModel,Num_of_Tests,Median_County_Income,Avg_Down,Population
Siskiyou,AT&T,SM-G930A,36,33630,8959,44091
Siskiyou,Sprint,SM-G930P,36,33630,2775,44091
Siskiyou,T-Mobile,SM-G930T,36,33630,10364,44091
Siskiyou,Verizon,SM-G930V,36,33630,11984,44091
Contra Costa,all_carrier,NA,152,54897,21711,1166669
Contra Costa,AT&T,SM-G930A,38,54897,22099,1166669
Contra Costa,Sprint,SM-G930P,38,54897,15901,1166669
Contra Costa,T-Mobile,SM-G930T,38,54897,20630,1166669
Contra Costa,Verizon,SM-G930V,38,54897,28214,1166669
Shasta,all_carrier,NA,172,37065,8395,181881
Shasta,AT&T,SM-G930A,43,37065,11978,181881
Shasta,Sprint,SM-G930P,43,37065,2330,181881
Shasta,T-Mobile,SM-G930T,43,37065,6907,181881
Shasta,Verizon,SM-G930V,43,37065,12364,181881
Madera,all_carrier,NA,84,31609,13549,156519
Madera,AT&T,SM-G930A,21,31609,18758,156519
Madera,Sprint,SM-G930P,21,31609,8198,156519
Madera,T-Mobile,SM-G930T,21,31609,6296,156519
Madera,Verizon,SM-G930V,21,31609,20942,156519
Tehama,all_carrier,NA,80,33357,15362,65643
Tehama,AT&T,SM-G930A,20,33357,19529,65643
Tehama,Sprint,SM-G930P,20,33357,8352,65643
Tehama,T-Mobile,SM-G930T,20,33357,14039,65643
Tehama,Verizon,SM-G930V,20,33357,19529,65643
Yolo,all_carrier,NA,72,44881,20589,216544
Yolo,AT&T,SM-G930A,18,44881,16203,216544
Yolo,Sprint,SM-G930P,18,44881,15264,216544
Yolo,T-Mobile,SM-G930T,18,44881,23771,216544
Yolo,Verizon,SM-G930V,18,44881,27119,216544
Kings,all_carrier,NA,68,34046,16802,153085
Kings,AT&T,SM-G930A,17,34046,22340,153085
Kings,Sprint,SM-G930P,17,34046,14635,153085
Kings,T-Mobile,SM-G930T,17,34046,11062,153085
Kings,Verizon,SM-G930V,17,34046,19172,153085
Santa Barbara,all_carrier,NA,100,40400,11510,448659
Santa Barbara,AT&T,SM-G930A,25,40400,13044,448659
Santa Barbara,Sprint,SM-G930P,25,40400,4859,448659
Santa Barbara,T-Mobile,SM-G930T,25,40400,9888,448659
Santa Barbara,Verizon,SM-G930V,25,40400,18249,448659
El Dorado,all_carrier,NA,88,51785,13535,191282
El Dorado,AT&T,SM-G930A,22,51785,13322,191282
El Dorado,Sprint,SM-G930P,22,51785,5832,191282
El Dorado,T-Mobile,SM-G930T,22,51785,15984,191282
El Dorado,Verizon,SM-G930V,22,51785,19001,191282
Lassen,all_carrier,NA,108,44993,6296,32025
Lassen,AT&T,SM-G930A,27,44993,9036,32025
Lassen,Sprint,SM-G930P,27,44993,245,32025
Lassen,T-Mobile,SM-G930T,27,44993,1546,32025
Lassen,Verizon,SM-G930V,27,44993,14358,32025
Tulare,all_carrier,NA,188,30151,17632,473482
Tulare,AT&T,SM-G930A,47,30151,17454,473482
Tulare,Sprint,SM-G930P,47,30151,15149,473482
Tulare,T-Mobile,SM-G930T,47,30151,13379,473482
Tulare,Verizon,SM-G930V,47,30151,24547,473482
Alpine,all_carrier,NA,4,31360,2703,1199
Alpine,AT&T,SM-G930A,1,31360,0,1199
Alpine,Sprint,SM-G930P,1,31360,0,1199
Alpine,T-Mobile,SM-G930T,1,31360,0,1199
Alpine,Verizon,SM-G930V,1,31360,10813,1199
San Joaquin,all_carrier,NA,128,39331,18629,780676
San Joaquin,AT&T,SM-G930A,32,39331,17589,780676
San Joaquin,Sprint,SM-G930P,32,39331,16058,780676
San Joaquin,T-Mobile,SM-G930T,32,39331,16082,780676
San Joaquin,Verizon,SM-G930V,32,39331,24786,780676
Kern,all_carrier,NA,368,31594,16601,907021
Kern,AT&T,SM-G930A,92,31594,18070,907021
Kern,Sprint,SM-G930P,92,31594,11607,907021
Kern,T-Mobile,SM-G930T,92,31594,14838,907021
Kern,Verizon,SM-G930V,92,31594,21887,907021
Los Angeles,all_carrier,NA,588,35925,17673,10012474
Los Angeles,AT&T,SM-G930A,147,35925,18097,10012474
Los Angeles,Sprint,SM-G930P,147,35925,13121,10012474
Los Angeles,T-Mobile,SM-G930T,147,35925,17594,10012474
Los Angeles,Verizon,SM-G930V,147,35925,21879,10012474
Stanislaus,all_carrier,NA,88,36771,17315,553995
Stanislaus,AT&T,SM-G930A,22,36771,21488,553995
Stanislaus,Sprint,SM-G930P,22,36771,14359,553995
Stanislaus,T-Mobile,SM-G930T,22,36771,14937,553995
Stanislaus,Verizon,SM-G930V,22,36771,18477,553995
Merced,all_carrier,NA,100,32697,19762,280873
Merced,AT&T,SM-G930A,25,32697,21921,280873
Merced,Sprint,SM-G930P,25,32697,17191,280873
Merced,T-Mobile,SM-G930T,25,32697,21755,280873
Merced,Verizon,SM-G930V,25,32697,18179,280873
Orange,all_carrier,NA,188,43800,21060,3184513
Orange,AT&T,SM-G930A,47,43800,21376,3184513
Orange,Sprint,SM-G930P,47,43800,19090,3184513
Orange,T-Mobile,SM-G930T,47,43800,18625,3184513
Orange,Verizon,SM-G930V,47,43800,25148,3184513
Solano,all_carrier,NA,92,47787,21806,453405
Solano,AT&T,SM-G930A,23,47787,22650,453405
Solano,Sprint,SM-G930P,23,47787,17804,453405
Solano,T-Mobile,SM-G930T,23,47787,19105,453405
Solano,Verizon,SM-G930V,23,47787,27667,453405
Ventura,all_carrier,NA,156,44494,18094,844545
Ventura,AT&T,SM-G930A,39,44494,15931,844545
Ventura,Sprint,SM-G930P,39,44494,11916,844545
Ventura,T-Mobile,SM-G930T,39,44494,18545,844545
Ventura,Verizon,SM-G930V,39,44494,25983,844545
Marin,all_carrier,NA,64,67925,20736,262410
Marin,AT&T,SM-G930A,16,67925,23238,262410
Marin,Sprint,SM-G930P,16,67925,11661,262410
Marin,T-Mobile,SM-G930T,16,67925,25348,262410
Marin,Verizon,SM-G930V,16,67925,22697,262410
Santa Cruz,all_carrier,NA,64,45419,9746,272360
Santa Cruz,AT&T,SM-G930A,16,45419,16524,272360
Santa Cruz,Sprint,SM-G930P,16,45419,5287,272360
Santa Cruz,T-Mobile,SM-G930T,16,45419,8945,272360
Santa Cruz,Verizon,SM-G930V,16,45419,8226,272360
Alameda,all_carrier,NA,120,59976,22855,1681700
Alameda,AT&T,SM-G930A,30,59976,25357,1681700
Alameda,Sprint,SM-G930P,30,59976,20118,1681700
Alameda,T-Mobile,SM-G930T,30,59976,21214,1681700
Alameda,Verizon,SM-G930V,30,59976,24730,1681700
San Luis Obispo,all_carrier,NA,148,45527,9731,282996
San Luis Obispo,AT&T,SM-G930A,37,45527,9784,282996
San Luis Obispo,Sprint,SM-G930P,37,45527,4263,282996
San Luis Obispo,T-Mobile,SM-G930T,37,45527,9885,282996
San Luis Obispo,Verizon,SM-G930V,37,45527,14990,282996
Santa Clara,all_carrier,NA,104,69431,18352,1933516
Santa Clara,AT&T,SM-G930A,26,69431,20963,1933516
Santa Clara,Sprint,SM-G930P,26,69431,14115,1933516
Santa Clara,T-Mobile,SM-G930T,26,69431,18180,1933516
Santa Clara,Verizon,SM-G930V,26,69431,20149,1933516
San Mateo,all_carrier,NA,72,67870,15654,763497
San Mateo,AT&T,SM-G930A,18,67870,17413,763497
San Mateo,Sprint,SM-G930P,18,67870,9343,763497
San Mateo,T-Mobile,SM-G930T,18,67870,14079,763497
San Mateo,Verizon,SM-G930V,18,67870,21782,763497
San Benito,all_carrier,NA,44,46625,7680,64110
San Benito,AT&T,SM-G930A,11,46625,6343,64110
San Benito,Sprint,SM-G930P,11,46625,4192,64110
San Benito,T-Mobile,SM-G930T,11,46625,9554,64110
San Benito,Verizon,SM-G930V,11,46625,10631,64110
Monterey,all_carrier,NA,328,38130,12854,439008
Monterey,AT&T,SM-G930A,82,38130,14781,439008
Monterey,Sprint,SM-G930P,82,38130,10072,439008
Monterey,T-Mobile,SM-G930T,82,38130,9906,439008
Monterey,Verizon,SM-G930V,82,38130,16656,439008
Sacramento,all_carrier,NA,180,43348,21485,1585666
Sacramento,AT&T,SM-G930A,45,43348,18110,1585666
Sacramento,Sprint,SM-G930P,45,43348,16985,1585666
Sacramento,T-Mobile,SM-G930T,45,43348,18769,1585666
Sacramento,Verizon,SM-G930V,45,43348,32074,1585666
San Francisco,all_carrier,NA,40,66004,21645,870985
San Francisco,AT&T,SM-G930A,10,66004,21628,870985
San Francisco,Sprint,SM-G930P,10,66004,28308,870985
San Francisco,T-Mobile,SM-G930T,10,66004,8612,870985
San Francisco,Verizon,SM-G930V,10,66004,28031,870985
Napa,all_carrier,NA,44,47607,20073,138433
Napa,AT&T,SM-G930A,11,47607,22931,138433
Napa,Sprint,SM-G930P,11,47607,15757,138433
Napa,T-Mobile,SM-G930T,11,47607,15684,138433
Napa,Verizon,SM-G930V,11,47607,25919,138433
Sutter,all_carrier,NA,40,35901,14596,100751
Sutter,AT&T,SM-G930A,10,35901,9290,100751
Sutter,Sprint,SM-G930P,10,35901,18395,100751
Sutter,T-Mobile,SM-G930T,10,35901,5036,100751
Sutter,Verizon,SM-G930V,10,35901,25664,100751
Trinity,all_carrier,NA,52,32164,998,16135
Trinity,AT&T,SM-G930A,13,32164,131,16135
Trinity,Sprint,SM-G930P,13,32164,0,16135
Trinity,T-Mobile,SM-G930T,13,32164,139,16135
Trinity,Verizon,SM-G930V,13,32164,3720,16135
Nevada,all_carrier,NA,88,41039,12169,102392
Nevada,AT&T,SM-G930A,22,41039,17863,102392
Nevada,Sprint,SM-G930P,22,41039,4486,102392
Nevada,T-Mobile,SM-G930T,22,41039,8693,102392
Nevada,Verizon,SM-G930V,22,41039,17632,102392
Mariposa,all_carrier,NA,36,33858,5191,17123
Mariposa,AT&T,SM-G930A,9,33858,7638,17123
Mariposa,Sprint,SM-G930P,9,33858,0,17123
Mariposa,T-Mobile,SM-G930T,9,33858,247,17123
Mariposa,Verizon,SM-G930V,9,33858,12881,17123
Calaveras,all_carrier,NA,48,41045,8285,45277
Calaveras,AT&T,SM-G930A,12,41045,7210,45277
Calaveras,Sprint,SM-G930P,12,41045,3771,45277
Calaveras,T-Mobile,SM-G930T,12,41045,7616,45277
Calaveras,Verizon,SM-G930V,12,41045,14544,45277
Sierra,all_carrier,NA,12,41714,785,3233
Sierra,AT&T,SM-G930A,3,41714,0,3233
Sierra,Sprint,SM-G930P,3,41714,0,3233
Sierra,T-Mobile,SM-G930T,3,41714,361,3233
Sierra,Verizon,SM-G930V,3,41714,2781,3233
Washoe,all_carrier,NA,4,,28140,
Washoe,AT&T,SM-G930A,1,,24917,
Washoe,Sprint,SM-G930P,1,,30452,
Washoe,T-Mobile,SM-G930T,1,,41132,
Washoe,Verizon,SM-G930V,1,,16060,
